show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
6890,Movie,Midnight Tales 1453,Dir. 296,Actor 1180,,2015-10-17,,TV-MA,71 min,Documentary,
6891,MOVIE,Dark Crime 110,Director 24,Actor 1669,United States,2023-01-26,,R,12 Seasons,Thriller,Unexpected events change everything.
6892,TV Show,Dark Crime 1261,,,India,11-12-2016,1995.0,PG,3 Seasons,Documentary,
5025,tv show,Urban Legends 579,,Actor 1635,,,,TV-MA,2 Season,Thriller,A gripping thriller story full of twists.
6894,movie,Urban Legends 1028,,Actor 20,India,24-09-2016,,PG-13,100 min,Romance,
6895,Movie,Ocean Secrets 365,,,,2015-09-29,1995.0,,,Documentary,
6896,movie,Midnight Tales 951,,"Actor 48, Actor 646",India,,,PG,12 Season,Documentary,An emotional journey about life and relationships.
6897,Movie,Secret Files 1750,,Actor 146,India,,,,,Comedy,A gripping comedy story full of twists.
6898,movie,Love Story 408,Director 313,"Actor 26, Actor 1421",Germany,,,TV-14,10 Seasons,Sci-Fi,An emotional journey about life and relationships.
6899,Movie,Last Kingdom 881,Director 38,,France,2022-09-12,2014.0,PG-13,5 Seasons,Drama,
6900,Movie,Dark Crime 1918,Director 128,"Actor 334, Actor 1036",India,,,NR,,Horror,
6901,movie,Silent Voices 1866,Director 91,,United States,19-02-2023,,,,Thriller,An emotional journey about life and relationships.
6902,Movie,Love Story 1531,Director 96,,Canada,23-01-2022,,,89 min,Documentary,
6903,TV Show,Silent Voices 453,,Actor 1181,United States,2020-06-22,2010.0,R,10 Seasons,Action,Unexpected events change everything.
6904,movie,Love Story 1398,Director 245,Actor 1687,United States,07-08-2018,,,,Romance,A gripping romance story full of twists.
6905,movie,Broken Dreams 144,Director 476,"Actor 121, Actor 1355",Canada,10-08-2019,2022.0,TV-MA,,Documentary,
6906,MOVIE,Love Story 308,Director 451,,Canada,2015-05-20,1998.0,PG-13,,Action,A gripping action story full of twists.
6907,TV Show,Hidden Truth 1311,Director 422,,India,,1990.0,PG-13,,Action,A gripping action story full of twists.
6908,MOVIE,Broken Dreams 1453,Director 189,"Actor 197, Actor 523",Canada,,1996.0,R,99 min,Comedy,
6909,TV Show,Secret Files 387,Director 293,,,11/12/2025,,,70 min,Comedy,
6910,tv show,Secret Files 1942,Dir. 439,,UK,"March 24, 2022",,,5 Season,Documentary,
6911,tv show,Mystery House 782,,"Actor 121, Actor 1394",United States,,,PG-13,,Thriller,Unexpected events change everything.
6912,movie,Mystery House 1683,,,India,12-01-2025,2006.0,NR,84 min,Comedy,An emotional journey about life and relationships.
6913,TV Show,Silent Voices 569,,Actor 1556,United States,01/30/2019,2017.0,NR,1 Season,Thriller,
6914,TV Show,Hidden Truth 670,Dir. 181,"Actor 132, Actor 1128",Australia,"August 18, 2022",,PG,152 min,Drama,
3109,movie,Ocean Secrets 829,Dir. 101,Actor 161,,"November 03, 2015",2000.0,PG-13,6 Season,Action,A gripping action story full of twists.
6916,TV Show,Dark Crime 569,Dir. 29,Actor 1139,,"March 14, 2023",,NR,6 Seasons,Horror,An emotional journey about life and relationships.
6917,TV Show,Love Story 1590,Dir. 116,,France,,2021.0,TV-14,,Horror,Unexpected events change everything.
6918,MOVIE,Ocean Secrets 131,,,United States,"March 30, 2018",,NR,60 min,Horror,An emotional journey about life and relationships.
6919,MOVIE,Silent Voices 1815,Dir. 313,Actor 1008,India,09/16/2017,,PG-13,,Comedy,An emotional journey about life and relationships.
6920,Movie,Hidden Truth 1942,,,Canada,02/15/2020,1999.0,R,12 Season,Comedy,
6921,Movie,Lost City 726,Dir. 306,Actor 1464,India,02-06-2017,1995.0,TV-MA,,Comedy,
6922,tv show,Midnight Tales 899,Director 195,,France,03/14/2018,2011.0,NR,,Sci-Fi,An emotional journey about life and relationships.
6923,movie,Dark Crime 1014,,,UK,,1993.0,PG,94 min,Romance,An emotional journey about life and relationships.
6924,TV Show,Hidden Truth 44,,,UK,12/15/2025,,TV-MA,68 min,Action,
6925,MOVIE,Ocean Secrets 1286,,"Actor 210, Actor 1316",India,11/16/2024,,TV-14,11 Season,Action,
6926,Movie,Ocean Secrets 865,,Actor 508,,2016-11-17,2001.0,PG,,Documentary,An emotional journey about life and relationships.
6927,tv show,Hidden Truth 1847,,"Actor 381, Actor 677",Canada,,,TV-14,,Thriller,Unexpected events change everything.
6928,Movie,Silent Voices 1873,,Actor 1413,Germany,"August 05, 2016",1995.0,PG-13,7 Seasons,Documentary,Unexpected events change everything.
6929,movie,Silent Voices 1212,Dir. 36,"Actor 115, Actor 1045",United States,,,TV-MA,63 min,Drama,An emotional journey about life and relationships.
6930,MOVIE,Last Kingdom 1409,Director 296,"Actor 229, Actor 931",France,08/20/2021,,NR,2 Seasons,Action,
6931,movie,Love Story 1815,Dir. 136,,Australia,2016-03-16,2005.0,,8 Season,Romance,A gripping romance story full of twists.
6932,Movie,Ocean Secrets 622,Director 61,"Actor 271, Actor 1207",France,12-04-2019,,PG-13,8 Seasons,Horror,
6376,Movie,Lost City 1266,Dir. 246,,Germany,04/24/2015,,PG-13,3 Seasons,Thriller,Unexpected events change everything.
6934,MOVIE,Dark Crime 1685,,,Canada,"September 10, 2023",,,42 min,Horror,A gripping horror story full of twists.
6935,TV Show,Lost City 110,Dir. 310,,France,"February 18, 2018",,,,Sci-Fi,A gripping sci-fi story full of twists.
6936,movie,Urban Legends 1938,Director 105,,,,,R,6 Seasons,Documentary,A gripping documentary story full of twists.
6937,Movie,Lost City 324,,"Actor 411, Actor 1219",,19-01-2019,,TV-14,,Thriller,A gripping thriller story full of twists.
6938,TV Show,Hidden Truth 1683,,,Canada,,2010.0,TV-MA,40 min,Comedy,
6939,tv show,Urban Legends 99,,"Actor 279, Actor 1484",India,,,TV-14,,Thriller,
6940,TV Show,Hidden Truth 45,,,France,"November 23, 2023",,NR,10 Season,Documentary,
6941,TV Show,Hidden Truth 333,,"Actor 145, Actor 1418",,,1999.0,,8 Season,Action,
6942,Movie,Last Kingdom 1019,Dir. 311,"Actor 153, Actor 1244",,,,TV-MA,12 Seasons,Documentary,A gripping documentary story full of twists.
6943,MOVIE,Last Kingdom 290,Director 469,,United States,"March 13, 2021",1995.0,,,Romance,A gripping romance story full of twists.
6944,Movie,Lost City 1246,Dir. 256,Actor 618,UK,06-12-2022,,PG-13,7 Seasons,Drama,
6945,MOVIE,Midnight Tales 616,Dir. 202,"Actor 407, Actor 779",Germany,,2009.0,,126 min,Documentary,
6946,Movie,Last Kingdom 248,Director 120,Actor 552,Canada,2021-08-29,,NR,88 min,Thriller,An emotional journey about life and relationships.
6947,tv show,Love Story 1093,,"Actor 238, Actor 997",,,,TV-MA,,Romance,Unexpected events change everything.
6948,movie,Silent Voices 650,,,,"March 22, 2017",,,,Comedy,
130,TV Show,Last Kingdom 683,Dir. 172,Actor 1599,,2015-10-03,1989.0,TV-MA,69 min,Horror,Unexpected events change everything.
6950,MOVIE,Lost City 1409,,,India,,,NR,6 Seasons,Drama,
6951,MOVIE,Ocean Secrets 823,Dir. 128,,,"November 09, 2021",,,3 Seasons,Drama,An emotional journey about life and relationships.
1664,MOVIE,Hidden Truth 499,,"Actor 321, Actor 943",Canada,01/18/2023,1984.0,NR,,Action,An emotional journey about life and relationships.
6953,TV Show,Ocean Secrets 154,,"Actor 20, Actor 1113",UK,2025-10-01,1992.0,PG-13,,Sci-Fi,
6954,TV Show,Silent Voices 1141,,"Actor 205, Actor 1379",UK,"March 29, 2024",2006.0,PG-13,127 min,Sci-Fi,An emotional journey about life and relationships.
2984,Movie,Ocean Secrets 1709,Dir. 338,,United States,2015-09-10,,TV-MA,5 Seasons,Thriller,A gripping thriller story full of twists.
6956,tv show,Love Story 1786,Dir. 477,"Actor 295, Actor 891",Australia,,2002.0,TV-MA,11 Seasons,Comedy,Unexpected events change everything.
6957,TV Show,Love Story 727,,"Actor 417, Actor 804",France,19-02-2019,,PG,80 min,Documentary,A gripping documentary story full of twists.
231,MOVIE,Love Story 9,,"Actor 206, Actor 973",India,23-10-2022,,PG-13,81 min,Thriller,
6959,tv show,Ocean Secrets 626,Director 441,"Actor 106, Actor 1006",France,"October 11, 2018",1998.0,TV-MA,162 min,Documentary,Unexpected events change everything.
6960,MOVIE,Silent Voices 757,Dir. 100,Actor 722,India,"June 07, 2017",,TV-MA,73 min,Thriller,A gripping thriller story full of twists.
6961,tv show,Lost City 178,,,,,,,204 min,Drama,A gripping drama story full of twists.
6962,TV Show,Love Story 550,,"Actor 267, Actor 1333",,2020-12-22,1999.0,PG,56 min,Documentary,A gripping documentary story full of twists.
4458,Movie,Ocean Secrets 274,Dir. 277,,Germany,,2017.0,,,Drama,Unexpected events change everything.
6964,tv show,Mystery House 1498,,Actor 526,France,03-11-2022,,R,,Sci-Fi,
6965,Movie,Love Story 496,Dir. 133,"Actor 219, Actor 885",,,,TV-MA,,Sci-Fi,A gripping sci-fi story full of twists.
6966,movie,Broken Dreams 1118,Director 31,,India,11/17/2025,,PG,64 min,Comedy,A gripping comedy story full of twists.
6967,Movie,Dark Crime 1905,,,Canada,2019-12-12,,TV-14,71 min,Drama,An emotional journey about life and relationships.
6968,Movie,Last Kingdom 1568,,,United States,,2006.0,PG-13,,Horror,
6969,TV Show,Hidden Truth 1984,Director 12,"Actor 479, Actor 640",UK,,,NR,,Sci-Fi,
6970,TV Show,Ocean Secrets 466,,,,"August 28, 2023",2004.0,R,10 Seasons,Thriller,
6971,Movie,Silent Voices 611,,,United States,"April 09, 2020",,PG,,Action,A gripping action story full of twists.
6972,tv show,Silent Voices 1618,Director 301,"Actor 215, Actor 878",Canada,01/14/2017,,PG,180 min,Thriller,A gripping thriller story full of twists.
6973,movie,Hidden Truth 93,Dir. 439,Actor 510,Canada,2018-02-25,2007.0,PG-13,,Sci-Fi,
6974,movie,Love Story 988,Dir. 25,"Actor 91, Actor 1333",Canada,03/08/2024,2009.0,PG-13,6 Season,Sci-Fi,
6975,MOVIE,Urban Legends 230,Dir. 25,,Canada,,2021.0,PG-13,,Drama,A gripping drama story full of twists.
6976,tv show,Secret Files 511,,,UK,,2012.0,R,10 Season,Horror,
6977,movie,Mystery House 3,,,India,"July 01, 2022",,PG,12 Season,Romance,Unexpected events change everything.
6978,MOVIE,Lost City 1051,Dir. 232,,Germany,,,R,,Action,A gripping action story full of twists.
6979,tv show,Broken Dreams 873,,Actor 987,France,01/07/2017,2009.0,R,9 Seasons,Comedy,A gripping comedy story full of twists.
6980,movie,Urban Legends 1362,,,Canada,,,PG,65 min,Romance,
6981,Movie,Hidden Truth 475,,Actor 911,UK,12/25/2017,,NR,,Sci-Fi,Unexpected events change everything.
4777,TV Show,Broken Dreams 1975,Director 105,Actor 1667,India,08/31/2016,,R,6 Seasons,Action,
6983,TV Show,Urban Legends 22,Director 10,Actor 1532,UK,01/24/2019,,R,4 Seasons,Horror,
438,TV Show,Ocean Secrets 394,Director 467,"Actor 448, Actor 1411",Germany,06/02/2019,1994.0,PG-13,103 min,Action,A gripping action story full of twists.
6985,tv show,Dark Crime 1943,Director 330,"Actor 36, Actor 808",Australia,2016-10-31,,,,Action,
6986,TV Show,Dark Crime 251,,Actor 1230,UK,02/08/2018,2004.0,TV-14,,Documentary,
6987,Movie,Midnight Tales 1811,,Actor 775,France,"February 04, 2021",,PG-13,,Comedy,
6988,TV Show,Secret Files 1704,,"Actor 190, Actor 603",United States,16-06-2018,2005.0,,,Comedy,
6989,TV Show,Lost City 1969,,,India,,,PG-13,11 Seasons,Thriller,An emotional journey about life and relationships.
6990,tv show,Urban Legends 503,,Actor 1097,,"October 17, 2023",1992.0,R,1 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
6991,movie,Midnight Tales 1919,Dir. 68,"Actor 254, Actor 1261",,10/04/2020,1981.0,NR,193 min,Sci-Fi,
6992,TV Show,Hidden Truth 1740,Director 279,,UK,2022-07-25,2007.0,R,,Romance,
6993,TV Show,Dark Crime 26,Dir. 27,,India,"April 02, 2021",2006.0,NR,1 Seasons,Sci-Fi,Unexpected events change everything.
6994,Movie,Ocean Secrets 864,Dir. 127,,UK,13-01-2020,,NR,6 Seasons,Sci-Fi,
6995,TV Show,Love Story 1638,Director 286,,United States,2024-10-21,,PG,,Romance,
6996,movie,Secret Files 288,,Actor 1679,Canada,09/11/2016,2004.0,TV-MA,,Thriller,A gripping thriller story full of twists.
6997,MOVIE,Silent Voices 1608,Director 278,,,10/24/2015,1996.0,PG-13,,Comedy,Unexpected events change everything.
6998,TV Show,Last Kingdom 1686,,Actor 869,Germany,08-08-2020,2023.0,R,62 min,Sci-Fi,
6999,movie,Broken Dreams 1471,,"Actor 60, Actor 730",,,2021.0,NR,,Drama,Unexpected events change everything.
7000,tv show,Urban Legends 345,Dir. 347,,Australia,,,PG-13,41 min,Romance,Unexpected events change everything.
7001,MOVIE,Dark Crime 494,Director 334,Actor 1162,United States,"December 05, 2020",,TV-MA,,Comedy,A gripping comedy story full of twists.
7002,MOVIE,Last Kingdom 1251,,Actor 1287,Canada,2015-05-11,2019.0,PG-13,8 Season,Documentary,
7003,tv show,Mystery House 527,,"Actor 456, Actor 1101",France,2019-07-18,1985.0,NR,,Documentary,An emotional journey about life and relationships.
7004,MOVIE,Last Kingdom 542,Dir. 76,,,"November 05, 2016",,TV-14,11 Season,Documentary,A gripping documentary story full of twists.
7005,MOVIE,Urban Legends 411,,,India,2023-01-18,,,38 min,Drama,A gripping drama story full of twists.
7006,MOVIE,Ocean Secrets 1772,Dir. 317,"Actor 365, Actor 1463",Australia,"August 16, 2015",2006.0,NR,,Documentary,A gripping documentary story full of twists.
7007,movie,Silent Voices 741,Dir. 221,,,2017-05-14,2004.0,PG-13,214 min,Action,
7008,tv show,Ocean Secrets 556,Director 231,"Actor 409, Actor 1263",,12/01/2018,1998.0,PG,66 min,Thriller,Unexpected events change everything.
7009,TV Show,Last Kingdom 418,Dir. 66,,Germany,"March 10, 2016",,TV-MA,39 min,Comedy,An emotional journey about life and relationships.
7010,Movie,Dark Crime 1736,,,Germany,,2016.0,R,,Drama,A gripping drama story full of twists.
7011,TV Show,Dark Crime 670,,,UK,,,TV-MA,12 Season,Documentary,An emotional journey about life and relationships.
7012,MOVIE,Last Kingdom 171,Dir. 210,"Actor 365, Actor 1251",India,"April 21, 2015",,PG,,Drama,An emotional journey about life and relationships.
7013,tv show,Silent Voices 731,Director 88,,United States,"December 27, 2015",2012.0,,75 min,Romance,
7014,movie,Urban Legends 1923,,"Actor 47, Actor 925",,27-10-2019,,R,68 min,Romance,
7015,movie,Mystery House 42,,Actor 263,UK,03/28/2022,1992.0,NR,59 min,Romance,A gripping romance story full of twists.
7016,Movie,Urban Legends 553,,,India,"April 15, 2016",,NR,207 min,Comedy,An emotional journey about life and relationships.
7017,movie,Hidden Truth 1430,,"Actor 360, Actor 907",Australia,"August 27, 2020",1999.0,,,Thriller,An emotional journey about life and relationships.
7018,tv show,Secret Files 53,Dir. 310,Actor 1678,India,07/07/2020,1997.0,PG-13,5 Season,Horror,Unexpected events change everything.
7019,Movie,Last Kingdom 270,Director 241,,Germany,,,TV-MA,,Action,
7020,MOVIE,Urban Legends 1282,Director 31,"Actor 471, Actor 513",Canada,2019-08-06,1997.0,TV-14,,Documentary,A gripping documentary story full of twists.
3413,TV Show,Midnight Tales 1896,Director 333,,Germany,12-10-2015,,R,3 Seasons,Action,
6124,Movie,Mystery House 1622,Director 181,Actor 135,,"December 24, 2019",,R,36 min,Documentary,
7023,movie,Silent Voices 178,,,,,,NR,54 min,Action,Unexpected events change everything.
7024,MOVIE,Dark Crime 702,Director 229,Actor 26,United States,28-03-2019,2014.0,PG,30 min,Documentary,
6744,TV Show,Hidden Truth 277,,Actor 1029,UK,,,NR,168 min,Thriller,Unexpected events change everything.
7026,movie,Broken Dreams 777,,Actor 81,Canada,2019-01-10,,NR,,Comedy,A gripping comedy story full of twists.
7027,Movie,Love Story 973,,"Actor 269, Actor 696",Canada,,1990.0,NR,7 Seasons,Thriller,A gripping thriller story full of twists.
7028,movie,Mystery House 294,Director 363,"Actor 102, Actor 1241",United States,02/05/2023,2016.0,TV-MA,,Sci-Fi,A gripping sci-fi story full of twists.
7029,tv show,Love Story 1967,,,Canada,2023-05-05,1993.0,TV-MA,12 Seasons,Sci-Fi,Unexpected events change everything.
6136,Movie,Love Story 1238,,,UK,,1982.0,NR,,Horror,A gripping horror story full of twists.
7031,movie,Mystery House 362,Director 277,,,"December 21, 2022",,R,1 Season,Action,
7032,MOVIE,Mystery House 1078,Director 31,,,2024-06-17,,TV-14,9 Seasons,Sci-Fi,
7033,movie,Lost City 101,,Actor 35,India,,2021.0,PG-13,,Drama,Unexpected events change everything.
7034,movie,Midnight Tales 108,,,France,28-10-2018,,TV-MA,10 Season,Thriller,Unexpected events change everything.
7035,MOVIE,Midnight Tales 1348,,Actor 1158,Germany,"April 07, 2020",,TV-14,129 min,Romance,An emotional journey about life and relationships.
7036,Movie,Midnight Tales 1631,Dir. 353,Actor 493,Canada,"March 19, 2019",2010.0,NR,,Thriller,
4970,movie,Silent Voices 1917,Dir. 314,"Actor 141, Actor 1059",,07/02/2023,,,,Drama,
7038,TV Show,Lost City 419,Director 310,,Australia,,,,5 Seasons,Thriller,Unexpected events change everything.
1510,MOVIE,Last Kingdom 154,,Actor 62,France,"July 06, 2021",2023.0,TV-14,1 Seasons,Drama,An emotional journey about life and relationships.
7040,Movie,Ocean Secrets 948,Dir. 363,,,28-11-2023,1992.0,NR,,Horror,
7041,MOVIE,Silent Voices 1404,Director 304,Actor 287,India,,,R,,Thriller,
5528,TV Show,Mystery House 1308,,,India,2019-05-15,2004.0,PG,,Comedy,Unexpected events change everything.
4185,movie,Silent Voices 401,,,,,,TV-MA,5 Season,Drama,Unexpected events change everything.
7044,movie,Silent Voices 1700,Dir. 279,Actor 1276,UK,06/02/2020,2017.0,TV-14,120 min,Action,
7045,Movie,Mystery House 1430,,"Actor 160, Actor 1408",Australia,,2008.0,NR,8 Season,Sci-Fi,
7046,movie,Hidden Truth 111,Dir. 62,,,"February 21, 2018",2011.0,,178 min,Action,
7047,MOVIE,Midnight Tales 1534,Director 470,,United States,,2014.0,TV-MA,4 Season,Horror,An emotional journey about life and relationships.
7048,Movie,Last Kingdom 396,,,,10/20/2018,,NR,,Thriller,An emotional journey about life and relationships.
7049,tv show,Lost City 925,,,Germany,"October 25, 2022",2010.0,R,12 Seasons,Comedy,Unexpected events change everything.
7050,tv show,Urban Legends 654,Director 476,"Actor 113, Actor 952",Canada,"June 16, 2019",,,5 Season,Romance,
7051,movie,Mystery House 1007,,,United States,2024-01-25,2021.0,TV-MA,65 min,Horror,Unexpected events change everything.
6262,movie,Midnight Tales 254,Dir. 301,Actor 1280,,2025-12-28,2002.0,PG,152 min,Documentary,A gripping documentary story full of twists.
7053,TV Show,Last Kingdom 1156,Director 215,"Actor 329, Actor 1033",India,09/28/2016,,TV-MA,7 Season,Documentary,
7054,Movie,Lost City 1050,Dir. 161,Actor 600,UK,"May 16, 2025",2024.0,,,Action,A gripping action story full of twists.
2196,TV Show,Dark Crime 1130,Dir. 330,,Canada,06-08-2016,2010.0,,44 min,Thriller,
72,MOVIE,Mystery House 490,Dir. 367,"Actor 493, Actor 1337",Australia,20-03-2024,1988.0,TV-14,135 min,Comedy,
1585,movie,Lost City 1800,Director 461,,India,,1980.0,NR,11 Season,Horror,An emotional journey about life and relationships.
7058,MOVIE,Silent Voices 684,Director 255,,United States,06-01-2017,2017.0,,47 min,Thriller,Unexpected events change everything.
7059,TV Show,Mystery House 1942,,,France,24-03-2026,2007.0,TV-14,,Thriller,
7060,Movie,Secret Files 1382,,"Actor 248, Actor 694",Germany,,,TV-14,,Drama,Unexpected events change everything.
7061,TV Show,Midnight Tales 460,Director 487,Actor 597,Germany,2017-03-12,2009.0,TV-14,3 Season,Comedy,
7062,TV Show,Lost City 450,,Actor 826,UK,16-04-2019,,PG-13,89 min,Drama,A gripping drama story full of twists.
